__id,data_loaded_at,the_geom,analysis_neighborhood,supervisor_district,cultural_districts,number_of_districts,longitude,latitude,zip_code,street_address_or_intersection,location_description,current_location,facility,media_support,medium,display_dimensions,display_title,credit_line,artist,accession_number,data_as_of,creation_date
row-22fy.v4hy.rc3b,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Gate 71A, Level 2",SFO,Terminal 3,Pigment Print on archival paper on mounted on Sintra,Pigment Print,34 x 33 in.,Forever in the Sky: Sutro Tower,Collection of the City and County of San Francisco Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,"Mazinani, Sanaz",2016.25.b,2024-04-17T12:53:50.300,2013
row-rqec.jh99~9ujh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.388864494 37.764326782),Potrero Hill,06,,0,-122.3888645,37.76432678,94158,3rd Street & Mariposa Street,Southbound Platform,Public Display,3rd Street Light Rail,"Painted steel, stainless steel on Steel, concrete","Painted steel, stainless steel",Light rail platform,Untitled (Third Street Light Rail Project),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",2007.10.1-2,2024-04-17T12:53:50.300,2006
row-bjp7-xchg-f4au,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,3 1/4 x 3 1/2 x 3/4 in.,Sunnyside Menagerie [glyphies],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.2,2024-04-17T12:53:50.300,2009
row-jrpy~kbqv-ff56,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.500352004 37.785654006),Lincoln Park,01,,0,-122.500352,37.78565401,94121,34th Avenue & El Camino Del Mar,,Public Display,Lincoln Park,Granite with bronze plaque on stone,Granite with bronze plaque,96 x 110 x 36 in.,Kanrin Maru Monument,"Collection of the City and County of San Francisco; Gift of San Francisco's Sister City Osaka, Japan",Anonymous,1960.23,2024-04-17T12:53:50.300,1960
row-as7a_378c~ac7r,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.394048277 37.776337922),Mission Bay,06,,0,-122.3940483,37.77633792,94158,4th Street & King Street,4Th And King St.,Public Display,3rd Street Light Rail,"Stainless steel, painted steel","Stainless steel, painted steel",Light rail platform,Untitled (Third Street Light Rail Project),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,"Buchen, Bill and Mary",2007.4.1-3,2024-04-17T12:53:50.300,2006
row-huec-gf4d.c8u6,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.415872061 37.779349574),Tenderloin,05,,0,-122.4158721,37.77934957,94102,100 Larkin Street,Grand Staircase Atrium,Public Display,Main Library,"Painted steel, mirrors and fiber optic lighting","Painted steel, mirrors and fiberoptic lighting",,Constellation,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the San Francisco Main Library,"Blake, Nayland W.",1996.4,2024-04-17T12:53:50.300,1996
row-3vra_2ham-3zuk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.456213598 37.724147973),West of Twin Peaks,07,,0,-122.4562136,37.72414797,94112,1298 Ocean Avenue,Main Reading Room,Public Display,Ingleside Library,Painted steel,Painted steel,48  x 336 in.,Ocean Current,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public LIbrary Ingleside Branch,"Powell, Eric",2009.6,2024-04-17T12:53:50.300,2009
row-ftfd~6q9w_i8eu,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.468802364 37.771431416),Golden Gate Park,07,,0,-122.4688024,37.77143142,94118,50 Hagiwara Tea Garden Drive,Southeast Of De Young Museum,Public Display,Golden Gate Park,Cast concrete on concrete,Cast concrete,94 1/2  x 60  x 144 in.,Sphinx,Collection of the City and County of San Francisco; Private commission,"Putnam, Arthur",1903.2.1,2024-04-17T12:53:50.300,1903
row-crck~skex-7hvx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94108,Clay Street & Kearny Street,Lower Level Playground,Public Display,Portsmouth Square,Cast concrete,Cast concrete,12 x 15 x 315 in.,Dragon,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission,"Fuller (McChesney), Mary",1985.14.6,2024-04-17T12:53:50.300,1984
row-bj6q_5ryh-6ep2,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.456158432 37.748648616),Twin Peaks,07,,0,-122.4561584,37.74864862,94116,375 Laguna Honda Boulevard,Administration Building Level 1 Main Entrance,City Agency,Laguna Honda Hospital,Pigment grounds in linseed oil on canvas,Pigment grounds in linseed oil,,"Fire, Earth, Water, Air, The Professions",Works Progress Administration,"Wessels, Glenn",1934.28.1-5,2024-04-17T12:53:50.300,1934
row-sr3c.ynuf~ju7g,2024-04-25T13:55:19.101,,,,,0,,,94128,,Departures Gate G94; BAB,SFO,International Terminal,Porcelain enamel,Porcelain enamel,"17 1/2' X 17 1/2' square; each panel is 30"" square","Fly, Flight, Fugit",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco,"Carnwath, Squeak",1999.12,2024-04-17T12:53:50.300,1999
row-ahww-7y3w~mmsp,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,1999: Proposition A for the Laguna Honda Project Gets 73% Voter Approval,Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.13,2024-04-17T12:53:50.300,2004-2009
row-b6hj.e6nm~m8kj,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Pedestrian Walkway Potrero Entrance,City Agency,San Francisco General Hospital,Bronze,Bronze,23 x 20 x 15 in.,Mother with Children with Hearts [Seated Heart Figure with Baby Heart w/Thermometer],Collection of the City and County of San Francisco,"Otterness, Tom",2016.12.h,2024-04-17T12:53:50.300,2015
row-auk4~5htz.azpb,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Main Building Fourth Floor East Terrace,City Agency,San Francisco General Hospital,Bronze,Bronze,,Untitled (Pagoda),Given to San Francisco General Hospital by the Chinese Cultural Center,Anonymous,1984.26,2024-04-17T12:53:50.300,
row-ceh8_xfei.2c56,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.423937859 37.806404701),Russian Hill,02,,0,-122.4239379,37.8064047,94109,900 Beach Street,External Balcony,Public Display,Maritime Museum,Black granite,Black granite,60 x 22 1/4 x 32 in.,Frog,Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,"Bufano, Beniamino",1942.4,2024-04-17T12:53:50.300,1930s
row-f32d~jrqt_r3fs,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94116,Sloat Boulevard & Great Highway,Near Carousel,Public Display,San Francisco Zoo,"Bronze, concrete, glass, plants, plastic, porcelain enamel on steel and stone","Bronze, concrete, glass, plants, plastic, porcelain enamel",Dimensions variable,Split Mound,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Zoo,"Fine, Jud and McCarren, Barbara",2003.3,2024-04-17T12:53:50.300,2002
row-pnuy~vifm~z6x7,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.3942567 37.725480593),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3942567,37.72548059,94124,3rd Street & Carroll Avenue,3Rd St. And Carroll Ave.,Public Display,3rd Street Light Rail,Stainless steel on painted steel,Stainless steel,300 x 24 x 24 in.,Untitled (Pole-mounted sculpture),Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,"Margrill, Anita and Nagasawa, Nobuho",2007.26,2024-04-17T12:53:50.300,2006
row-ypmc.5prp_9v89,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.398176406 37.729662915),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3981764,37.72966292,94124,201 Williams Avenue,Entrance Lobby,City Agency,SFPD   Bayview Station,"Custom pre-cast concrete with integral color, crystals and minerals","Custom pre-cast concrete with integral color, crystals and minerals","11' 6"" H X 66"" (dia)",Granary Bobo Bench,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station,"Riley, Cheryl",1997.4.1,2024-04-17T12:53:50.300,1991-1997
row-4idc-ycdg_whfc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.420293111 37.764159258),Mission,09,American Indian Cultural District,1,-122.4202931,37.76415926,94110,45 Hoff Street,Playground Entrance,Public Display,Kidpower Park,"10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint","10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint",30 x 84 x 36 in.,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Kidpower Park,"Blackstone, Amy",2005.6.h,2024-04-17T12:53:50.300,2005
row-a7nn_invz.vp55,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.510554977 37.769820057),Golden Gate Park,04,,0,-122.510555,37.76982006,94121,1000 Great Highway,South Of John F. Kennedy Dr. Beach Chalet Parking Lot,Public Display,Golden Gate Park,Bronze and red Norwegian granite,Bronze and red Norwegian granite,139  x 38  x 38 1/2 in.,Roald Amundsen (1872-1928),Collection of the City and County of San Francisco; Gift of the Norwegian men and women of San Francisco,"Jauchen, Hans",1929.1,2024-04-17T12:53:50.300,ca. 1929
row-n64c_8xzt_yykj,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,[Currently Untitled],Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.16,2024-04-17T12:53:50.300,2004-2009
row-8bp6_i8q9.ug5h,2024-04-25T13:55:19.101,,,,,0,,,94128,,"BA/D, Departures Ticketing Lobby",SFO,Terminal 2,Nose Stone,Nose Stone,12' H X 4 1/4' W X 3 1/2' D,Stacking Stones,Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"Kunishima, Seiji",1984.8,2024-04-17T12:53:50.300,1983
row-dwgk.nikp~apz4,2024-04-25T13:55:19.101,,,,,0,,,94128,,"BA/D : Departures : Ticketing Lobby, Level 2",SFO,Terminal 2,Oil on canvas,Oil,"86""H x 78"" W",Greeting a Totem,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Katano, Marc",1986.1,2024-04-17T12:53:50.300,1983
row-j2uy~39ub~49nq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr. Carlton B. Goodlet Place,"1st Floor, Goodlett Lobby, North Wall",Public Display,City Hall,Bronze on marble,Bronze,92  x 30  x 18 in.,Mayor George Christopher,Collection of the City and County of San Francisco; Presented to San Francisco by the citizen's commmittee comprising friends and admirers of Mayor George Christopher,"Reed, Michael John",1976.92,2024-04-17T12:53:50.300,
row-m8pz_n8ac-nq5s,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.420007064 37.777445494),Hayes Valley,05,,0,-122.4200071,37.77744549,94102,201 Van Ness Avenue,Van Ness Terrace,Public Display,Davies Symphony Hall,Bronze on concrete,Bronze,117  x 132  x 132 in.,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Hall of Justice,"Gordin, Sidney",1967.83,2024-04-17T12:53:50.300,1969
row-kszf.ej2y_r96z,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures, BA/B - T1Connector, Level 2?",SFO,Terminal 1,Ceramic tile and glass,Ceramic tile and glass,10' H X 51' W overall (3 panels),"Bay Area Victorian, Bay Area Deco, Bay Area Funk",Purchased by the San Francisco Arts Commission for the San Francisco International Airport; Collection of the City and County of San Francisco,"Kozloff, Joyce",1984.7,2024-04-17T12:53:50.300,1983
row-c6yh-tvht_9vx6,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,"1954-1997: Virginia Leishman, Nursing Director",Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.9,2024-04-17T12:53:50.300,2004-2009
row-3sba_rfik.nnba,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409994886 37.797488306),Chinatown,03,,0,-122.4099949,37.79748831,94133,784 Broadway,Chinatown; Broadway Street between the east end of the Robert C. Levy Tunnel and Columbus Avenue; on sidewalk near intersection of Broadway and Powell Streets,Public Display,,Painted Steel,Painted Steel,42 in.,Auspicious Clouds | Heavy Fog [#0110 Silver Blue],Collection of the City and County of San Francisco,"Arcega, Michael",2018.4.c,2024-04-17T12:53:50.300,
row-djxg~5kw4_4fmx,2024-04-25T13:55:19.101,,,,,0,,,94116,375 Laguna Honda Boulevad,Main Entrance Front Gate,City Agency,Laguna Honda Hospital,Stainless steel,Stainless steel,191 x 240 in.,Reflection,Collection of the City and County of San Francisco,"Pumpelly Bates, Diana",2011.1,2024-04-17T12:53:50.300,2010
row-n4sp-guai_p7f8,2024-04-25T13:55:19.101,,,,,0,,,94128,,Departures: Level 2,SFO,Terminal 1,"Acrylic paint, oil, collage, spray paint, glitter, color pencil on wood","Acrylic paint, oil, collage, spray paint, glitter, color pencil","15"" H X 15""W",Prisoners Repast,,"Huffman, David",T2018.76,2024-04-17T12:53:50.300,
row-fkab~kkmv~p8pb,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.393027408 37.786567714),Financial District/South Beach,06,,0,-122.3930274,37.78656771,94105,450 Harrison Street,Outside Main Entrance,Public Display,Sailor's Union of the Pacific,Bronze on granite,Bronze,150 x 60 x 54 in.,Andrew Furuseth (1854-1938),Collection of the City and County of San Francisco; Gift of the Sailors Union of the Pacific,"Runyon, Hal Bayard",1940.3,2024-04-17T12:53:50.300,1940
row-z89k-fx8n~52hx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418760788 37.75544188),Mission,09,,0,-122.4187608,37.75544188,94110,Mission Street & 22nd Street,SW corner,Public Display,Mission and 22nd St.,Terrazzo,Terrazzo,636  x 60 in.,Layla,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for MUNI,"Mangrum, Joe",2001.17,2024-04-17T12:53:50.300,2002
row-j8ci.g5jf~6hez,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409122547 37.797215706),Chinatown,03,,0,-122.4091225,37.79721571,94133,777 Broadway,Chinatown; Broadway Street on sidewalk in front of Bayside Elderly Housing near corner of Broadway and Cordelia Streets,Public Display,,Painted Steel,Painted Steel,34 13/16 in.,Auspicious Clouds | Heavy Fog [#N625 Sun Yellow],Collection of the City and County of San Francisco,"Arcega, Michael",2018.4.d,2024-04-17T12:53:50.300,
row-htnm~nmaa_aqd2,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures, BA/G",SFO,International Terminal,Oil Paint and pigmented ink on wood panels,oil Paint and pigmented ink,,Blue Deer,Collection of the City and County of San Francisco; Commissioned for the San Francisco International Airport,"Rojas, Clare",2010.2,2024-04-17T12:53:50.300,2008-2009
row-uidx~fab4~aagp,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.389804947 37.734948929),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3898049,37.73494893,94124,1395 Mendell Street,Front Lawn,Public Display,Joseph Lee Recreation Center,Basalt,Basalt,48 x 22 x 24 in.,Time to Dream (figure),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,"Johnson, Amana",2013.3.a,2024-04-17T12:53:50.300,2008
row-redz.w7xd~quic,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.436256275 37.76048502),Castro/Upper Market,08,Castro LGBTQ Cultural District,1,-122.4362563,37.76048502,94114,100 Collingwood Street,Interior Lobby,Public Display,Eureka Valley Recreation Center,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,10 x 10 x 3 1/2 in.,From the Heart Outwards,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,"Saulls, Vicki",2006.5.e,2024-04-17T12:53:50.300,2005
row-28uv_en2j-4tpr,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.40387695 37.775326808),South of Market,06,SOMA Pilipinas Cultural District,1,-122.403877,37.77532681,94103,850 Bryant Street,Main Entrance,City Agency,SFPD Hall of Justice,Cast aggregate,Cast aggregate,"30"" H; 7' in diameter each",Untitled (Planter),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Moscone Center,"Sells, Raymond",1984.68.1,2024-04-17T12:53:50.300,1972
row-a9p9.c78g~mik6,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.406204598 37.778784245),South of Market,06,SOMA Pilipinas Cultural District,1,-122.4062046,37.77878425,94103,270 6th Street,Playground,Public Display,Gene Friend Recreation Center,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth",14 x 149 x 15 in.,A World View [alligator],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,"Heavenston, Martha",1989.25.d,2024-04-17T12:53:50.300,1989
row-uqdd.3h7j.mqvj,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.50745585 37.745396372),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.5074559,37.74539637,94116,Great Highway & Rivera Street,,Public Display,Public Utilities Commission,"Marble, bronze, terrazzo","Marble, bronze, terrazzo",80 inches diameter,Propeller,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Clean Water Program,"Deutsch, Richard",1989.21,2024-04-17T12:53:50.300,1989
row-d594_w5d7.dr2p,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Terminal 3, BA/F-G : Arrivals",SFO,Terminal 3,Intaglio relief etching on white wove paper,Intaglio relief etching,"26 1/2"" H X 41"" W",Two Wings for Wall and Person,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Acconci, Vito",1986.2,2024-04-17T12:53:50.300,
row-ywdw_9xeh~ur3r,2024-04-25T13:55:19.101,,,,,0,,,94128,,BAB,SFO,Terminal 1,Digital print on archival rag paper,,27 7/8 x 17 in.,Advice from My 80-Year-Old Self: You Already Know What You Need,,"O'Malley, Susan",T2018.46.a,2024-04-17T12:53:50.300,
row-dbu7~hvww~86rc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.450098385 37.71418606),Outer Mission,11,,0,-122.4500984,37.71418606,94112,301 Naglee Avenue,Park Entrances,Public Display,Cayuga Playground,Painted steel,Painted steel,"12' x 14’ x 7"" (Main);  9' x 4’ x 2"" (Alameny)",Cayuga Portal,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Cayuga Playground,"Powell, Eric",2013.6.a-b,2024-04-17T12:53:50.300,2013
row-piph~ct48-bcya,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.465976727 37.714137132),Oceanview/Merced/Ingleside,11,,0,-122.4659767,37.71413713,94132,345 Randolph Street,Throughout Interior,Public Display,Ocean View Library,"Acrylic paint, glazed ceramic tile, linoleum and polystyrene","Acrylic paint, glazed ceramic tile, linoleum and polystyrene",Dimensions variable,Words Fly Away,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Ocean View Branch,"Wehrle, John",2005.4,2024-04-17T12:53:50.300,2003-2004
row-j9ni-79pn-ju5c,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.449867969 37.725741001),West of Twin Peaks,07,,0,-122.449868,37.725741,94112,50 Frida Kahlo Way,Science Building Main Entrance Interior North And South Walls,Public Display,CCSF  Ocean Campus,"Fresco, paint, plaster","Fresco, paint, plaster",136  x 186 1/2 in.,Education (Theory and Science),Collection of the City and County of San Francisco; Work Progress Adminstration,"Olmsted, Jr., Frederick Law",1942.14.a-b,2024-04-17T12:53:50.300,1941
row-dttz.dpd6~v58k,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405897643 37.802316863),North Beach,03,,0,-122.4058976,37.80231686,94133,1 Telegraph Hill Boulevard,1St Floor,Public Display,Coit Tower,Fresco,Fresco,120 x 120 in.,Department Store,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,"Vidar, Frede",1934.11,2024-04-17T12:53:50.300,1934
row-sa33-46dk.353e,2024-04-25T13:55:19.101,,,,,0,,,94128,,BAB: Departures,SFO,Terminal 1,"acrylic and gouache on panel, 24 elements",acrylic and gouache,78H x 66W,Untitled,,"McGee, Barry",T2018.45,2024-04-17T12:53:50.300,2016
row-rm2h-kaud~8xku,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409335032 37.806185089),North Beach,03,,0,-122.409335,37.80618509,94133,120 Bay Street,,Public Display,North Point Wet Weather Facility,Stained glass,Stained glass,8' X 22' overall,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Shore Pump Station,"Quagliata, Narcissus",1982.5,2024-04-17T12:53:50.300,1982
row-g84f-gjip-di2y,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,7 x 7 x 18 1/2 in.,Sunnyside Menagerie [gumpus bumpus],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.22,2024-04-17T12:53:50.300,2009
row-njpa-dehk~jdnm,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,Stern Grove Entry Rd.,Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,40 x 30 in.,Stern Grove Trocadero Clubhouse [first floor window],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.d,2024-04-17T12:53:50.300,1987
